cmo_id,citekey,country,programme,locator,quote,paraphrase,C_offset_policy_design,C_procurement_context,M_mechanism_label,M_mechanism_narrative,O_outcomes_positive,O_outcomes_negative,rq_tags,relevance_score,confidence,evidence_type,direction,source_file,context_text,mechanism_text,outcome_text,narrative_text,source_type,rq_tag_source
12-the-defense-industry-in-poland-an-offsets-based-revival_CMO_003,12-the-defense-industry-in-poland-an-offsets-based-revival,Poland,AMV,chunk_id:197032801213762,"The armoured vehicle offset promised to transfer entire production lines and training, increasing local content from 1 % to 53 % by 2010","The AMV offset package includes transferring production lines, training Polish workers and buy-back commitments, gradually raising local content from 1% to 53% to build domestic manufacturing capacity.",technology_transfer; training; local_content; buyback,single_nation_procurement; licensed_production,technology_absorption; local_MRO_capacity_building,"Transferring equipment and know-how while guaranteeing purchases enables Polish firms to absorb technologies and scale up production over time, fostering sustained industrial participation.",industrial_capacity; job_creation; technology_diffusion,,RQ2; RQ4,2,0.7,case_study,positive,arms_trade.yml,offset_policy_design: technology_transfer; training; local_content; buyback; procurement_context: single_nation_procurement; licensed_production,"Transferring equipment and know-how while guaranteeing purchases enables Polish firms to absorb technologies and scale up production over time, fostering sustained industrial participation.",positive: industrial_capacity; job_creation; technology_diffusion,,yaml,existing
12-the-defense-industry-in-poland-an-offsets-based-revival_CMO_004,12-the-defense-industry-in-poland-an-offsets-based-revival,Poland,,chunk_id:197032801213762,Direct offsets act like tariffs supporting senescent industries; their long-term success remains uncertain despite careful negotiations,"Analysts argue that Poland’s direct offsets resemble protectionist tariffs that prop up declining industries and may not deliver sustainable industrial recovery, suggesting indirect offsets could offer better prospects.",mandatory; direct,single_nation_procurement,market_distortion; rent_seeking_brokers,"By directing work to inefficient industries through mandatory offsets, the policy distorts markets and encourages vested interests, limiting innovation and long-term competitiveness.",,inefficiency; dependency,RQ3; RQ5,2,0.5,expert_commentary,negative,arms_trade.yml,offset_policy_design: mandatory; direct; procurement_context: single_nation_procurement,"By directing work to inefficient industries through mandatory offsets, the policy distorts markets and encourages vested interests, limiting innovation and long-term competitiveness.",negative: inefficiency; dependency,,yaml,existing
13-offsets-and-the-development-of-the-brazilian-arms-industry_CMO_001,13-offsets-and-the-development-of-the-brazilian-arms-industry,Brazil,,chunk_id:542683702715089,Brazil’s 1991 policy aims to raise the aerospace sector’s technological and quality levels through flexible offsets rather than fixed percentage requirements,"Brazil’s formal offset policy emphasizes technology transfer and quality improvement for aerospace, using flexible, case‑by‑case negotiations instead of rigid percentage requirements.",technology_transfer; training; voluntary,single_nation_procurement; licensed_production,technology_absorption; learning_by_doing,"Customizing offset agreements to prioritize technology and quality encourages suppliers to provide training and advanced techniques, which domestic firms can assimilate and improve production standards.",technology_upgrade; modernisation,,RQ2; RQ4,2,0.6,official_report; expert_commentary,positive,arms_trade.yml,offset_policy_design: technology_transfer; training; voluntary; procurement_context: single_nation_procurement; licensed_production,"Customizing offset agreements to prioritize technology and quality encourages suppliers to provide training and advanced techniques, which domestic firms can assimilate and improve production standards.",positive: technology_upgrade; modernisation,,yaml,existing
13-offsets-and-the-development-of-the-brazilian-arms-industry_CMO_002,13-offsets-and-the-development-of-the-brazilian-arms-industry,Brazil,F-5E,chunk_id:542683702715089,F‑5E offsets included Embraer manufacturing fuselage components while foreign specialists trained Brazilian engineers,"Early offset deals allowed Embraer to produce aircraft components under license and receive training from foreign experts, enabling technology transfer and building domestic skills.",licensed_production; training; co_production,single_nation_procurement,learning_by_doing; technology_absorption,"Hands‑on manufacturing and foreign training give engineers practical experience and know‑how, fostering indigenous capability and embedding local firms in global supply chains.",skill_development; supply_chain_integration,,RQ2; RQ4,2,0.6,case_study,positive,arms_trade.yml,offset_policy_design: licensed_production; training; co_production; procurement_context: single_nation_procurement,"Hands‑on manufacturing and foreign training give engineers practical experience and know‑how, fostering indigenous capability and embedding local firms in global supply chains.",positive: skill_development; supply_chain_integration,,yaml,existing
13-offsets-and-the-development-of-the-brazilian-arms-industry_CMO_003,13-offsets-and-the-development-of-the-brazilian-arms-industry,Brazil,,chunk_id:542683702715089,"Offsets added cost and the economic benefits were tenuous, though technology transfer helped Embraer climb the technological ladder; autonomy remains distant","Brazil’s offset deals increased procurement costs and relied on large subsidies, yielding limited economic benefits. Yet technology transfer enabled Embraer to become competitive in civil aircraft, even if full autonomy has not been achieved.",technology_transfer; licensed_production; subsidies,single_nation_procurement,learning_by_doing; resource_diversion; technology_absorption,"While technology transfer builds capacity, reliance on subsidies and expensive offsets diverts resources and limits the broader economic impact, leading to mixed results.",technological_progress,high_costs; limited_economic_benefit,RQ2; RQ3; RQ5,3,0.6,expert_commentary; descriptive_statistics,mixed,arms_trade.yml,offset_policy_design: technology_transfer; licensed_production; subsidies; procurement_context: single_nation_procurement,"While technology transfer builds capacity, reliance on subsidies and expensive offsets diverts resources and limits the broader economic impact, leading to mixed results.",positive: technological_progress; negative: high_costs; limited_economic_benefit,,yaml,existing
14-the-argentine-defense-industry-an-evaluation_CMO_001,14-the-argentine-defense-industry-an-evaluation,Argentina,LMAASA,chunk_id:809390276269202,"Limited investment and no new aircraft production left Argentina’s plant dependent on upgrades, reducing staff and prompting skilled workers to migrate to Brazil","The offset agreement with Lockheed focused on maintaining existing aircraft with minimal investment, resulting in workforce reductions, outdated technology and a brain drain as specialists left for better opportunities in Brazil.",licensed_production; maintenance,single_nation_procurement; privatization,resource_diversion; technology_stagnation; human_capital_loss,"Offsets that emphasise maintenance without new production or substantial technology transfer fail to create economies of scale, causing skilled workers to depart and industrial capability to decline.",,industrial_decline; brain_drain,RQ3; RQ5,3,0.7,case_study,negative,arms_trade.yml,offset_policy_design: licensed_production; maintenance; procurement_context: single_nation_procurement; privatization,"Offsets that emphasise maintenance without new production or substantial technology transfer fail to create economies of scale, causing skilled workers to depart and industrial capability to decline.",negative: industrial_decline; brain_drain,,yaml,existing
14-the-argentine-defense-industry-an-evaluation_CMO_002,14-the-argentine-defense-industry-an-evaluation,Argentina,,chunk_id:809390276269202,Offsets require a knowledgeable negotiating team; Argentina lacked this and none of the conditions for success were met,"Successful offsets depend on skilled negotiators, competitive wages, private ownership and policy continuity. Argentina lacked these conditions, leading to poor contract terms and unsustainable ventures.",licensed_production,single_nation_procurement; privatization,governance_transparency; negotiation_skill,"Without expertise and proper incentives, governments sign contracts that provide little technology transfer and fail to secure long-term industrial benefits, undermining the effectiveness of offsets.",,weak_contracts; industrial_failure,RQ3; RQ5,2,0.6,case_study; expert_commentary,negative,arms_trade.yml,offset_policy_design: licensed_production; procurement_context: single_nation_procurement; privatization,"Without expertise and proper incentives, governments sign contracts that provide little technology transfer and fail to secure long-term industrial benefits, undermining the effectiveness of offsets.",negative: weak_contracts; industrial_failure,,yaml,existing
15-the-role-of-offsets-in-indian-defense-procurement-policy_CMO_001,15-the-role-of-offsets-in-indian-defense-procurement-policy,India,,chunk_id:763781391086448,"Licensed production projects like the Vijayanta and Gnat faced delays and cost overruns, yet the MIG‑21 improved HAL’s capabilities","India’s early licensed production offsets suffered from delays, high costs and reliance on imported components, but the MIG‑21 program helped build significant design and production capability at Hindustan Aeronautics.",licensed_production; technology_transfer,single_nation_procurement; state_owned_enterprises,learning_by_doing; technology_absorption; resource_diversion,"Limited absorptive capacity and reliance on imported subassemblies lead to schedule and cost problems, but hands‑on manufacturing gradually builds domestic expertise and shifts bargaining power.",capability_building,delays; cost_overruns,RQ2; RQ3; RQ5,3,0.7,case_study,mixed,arms_trade.yml,offset_policy_design: licensed_production; technology_transfer; procurement_context: single_nation_procurement; state_owned_enterprises,"Limited absorptive capacity and reliance on imported subassemblies lead to schedule and cost problems, but hands‑on manufacturing gradually builds domestic expertise and shifts bargaining power.",positive: capability_building; negative: delays; cost_overruns,,yaml,existing
15-the-role-of-offsets-in-indian-defense-procurement-policy_CMO_002,15-the-role-of-offsets-in-indian-defense-procurement-policy,India,,chunk_id:763781391086448,"Suppliers withheld technical data and imposed export restrictions, yet licensed production built competence and improved India’s negotiating position","Soviet-supplied offsets restricted access to technology and export markets and buy-back arrangements underperformed, yet prolonged licensed production enabled Indian firms to develop capabilities and strengthen their bargaining power.",licensed_production; technology_transfer; export_controls_present,single_nation_procurement; state_owned_enterprises,export_control_friction; technology_absorption; bargaining_power,"Exporters withheld key information and limited exports, hampering autonomy; nonetheless, continuous production experience accumulated skills that enhanced future negotiating leverage.",capability_building,dependency; high_costs; restricted_exports,RQ3; RQ2; RQ5,3,0.6,case_study; expert_commentary,mixed,arms_trade.yml,offset_policy_design: licensed_production; technology_transfer; export_controls_present; procurement_context: single_nation_procurement; state_owned_enterprises,"Exporters withheld key information and limited exports, hampering autonomy; nonetheless, continuous production experience accumulated skills that enhanced future negotiating leverage.",positive: capability_building; negative: dependency; high_costs; restricted_exports,,yaml,existing
15-the-role-of-offsets-in-indian-defense-procurement-policy_CMO_003,15-the-role-of-offsets-in-indian-defense-procurement-policy,India,,chunk_id:763781391086448,"Countertrade credits with the Soviet Union were rupee‑denominated, offered favourable prices and diversified trade, with no evidence of negative price effects","India’s countertrade and credit offsets provided low-interest financing in local currency and favourable prices, allowing procurement without foreign exchange strain and diversifying trade without harming terms of trade.",credit; countertrade; voluntary,single_nation_procurement; state_owned_enterprises,financial_flexibility; trade_diversification,"Offset financing denominated in rupees eased balance-of-payments pressures and expanded trade relations, enhancing economic resilience and bargaining power.",financial_relief; trade_diversification,,RQ2; RQ4,2,0.7,case_study,positive,arms_trade.yml,offset_policy_design: credit; countertrade; voluntary; procurement_context: single_nation_procurement; state_owned_enterprises,"Offset financing denominated in rupees eased balance-of-payments pressures and expanded trade relations, enhancing economic resilience and bargaining power.",positive: financial_relief; trade_diversification,,yaml,existing
16-offset-policies-and-trends-in-japan-south-korea-and-taiwan_CMO_001,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan,Japan,,chunk_id:102905870770676,"Japan’s kokusanka policy keeps production domestic but budgets are shrinking, technology transfers have dried up and factories operate at less than half capacity","By prioritizing indigenous production through kokusanka, Japan maintains domestic manufacturing but, amid declining budgets and reduced US technology transfers, the industry operates at under 50% capacity and has become an economic burden.",mandatory; domestic_production; licensed_production,single_nation_procurement; high_tech_sensitive,programme_fragmentation; resource_diversion,"Self-sufficiency requirements spread resources thin across small production runs, and reduced technology inflows hinder innovation, leading to underutilised capacity and financial strain.",,underutilised_capacity; economic_burden,RQ5; RQ3,3,0.7,case_study; expert_commentary,negative,arms_trade.yml,offset_policy_design: mandatory; domestic_production; licensed_production; procurement_context: single_nation_procurement; high_tech_sensitive,"Self-sufficiency requirements spread resources thin across small production runs, and reduced technology inflows hinder innovation, leading to underutilised capacity and financial strain.",negative: underutilised_capacity; economic_burden,,yaml,existing
16-offset-policies-and-trends-in-japan-south-korea-and-taiwan_CMO_002,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan,South Korea,F-15K,chunk_id:102905870770676,"Offsets raised local market share to 45%, yet reliance on US technology remains over 80%; raising the requirement to 70% during the F‑15K contest spurred high costs and corruption allegations",South Korea’s high offset ratios increased domestic participation but failed to break dependence on US suppliers. The 70% offset requirement in the F‑15K competition inflated costs and led to allegations of bid tampering.,mandatory; direct; technology_transfer,single_nation_procurement; competitive_tender,technology_absorption; rent_seeking_brokers; programme_fragmentation,"Demanding large local work shares prompts suppliers to promise extensive technology transfer, but domestic absorptive capacity limits real gains and the high stakes encourage corruption and cost escalation.",increased_local_share,high_costs; corruption; continued_dependency,RQ2; RQ3; RQ5,3,0.6,case_study,mixed,arms_trade.yml,offset_policy_design: mandatory; direct; technology_transfer; procurement_context: single_nation_procurement; competitive_tender,"Demanding large local work shares prompts suppliers to promise extensive technology transfer, but domestic absorptive capacity limits real gains and the high stakes encourage corruption and cost escalation.",positive: increased_local_share; negative: high_costs; corruption; continued_dependency,,yaml,existing
16-offset-policies-and-trends-in-japan-south-korea-and-taiwan_CMO_003,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan,South Korea,T-50,chunk_id:102905870770676,The T‑50 trainer program makes KAI the prime contractor with Lockheed as subcontractor; technology transfers and joint marketing aim at export sales,"Korea’s T‑50 program positions its national aerospace firm as prime contractor while Lockheed provides technology and marketing support, fostering indigenous capability and joint export opportunities.",technology_transfer; co_production; joint_venture,multinational_programme; licensed_production,trusted_partnering; learning_by_doing; supply_chain_integration_incentive,"Assigning the domestic firm as lead contractor builds trust and competence, while the foreign partner supplies advanced know-how and access to global markets, supporting export ambitions.",industrial_capability; export_potential,,RQ2; RQ4,2,0.7,case_study,positive,arms_trade.yml,offset_policy_design: technology_transfer; co_production; joint_venture; procurement_context: multinational_programme; licensed_production,"Assigning the domestic firm as lead contractor builds trust and competence, while the foreign partner supplies advanced know-how and access to global markets, supporting export ambitions.",positive: industrial_capability; export_potential,,yaml,existing
16-offset-policies-and-trends-in-japan-south-korea-and-taiwan_CMO_004,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan,Taiwan,F-16; Mirage; Patriot,chunk_id:102905870770676,"Taiwan’s offset deals for F‑16, Mirage and Patriot produced maintenance centres but limited capacity and political constraints keep economic impact modest and dependence on foreign technology high","Taiwan uses targeted offsets to establish maintenance facilities and training programs, yet its small industrial base and political constraints limit multiplier effects and leave the island reliant on foreign technology.",direct; maintenance; technology_transfer,single_nation_procurement; political_constraints,technology_absorption; export_control_friction,"Focusing offsets on maintenance centres builds some skills but does not overcome political restrictions and limited industrial capacity, so dependence on foreign suppliers persists.",maintenance_capacity,limited_multiplier; continued_dependency,RQ2; RQ3; RQ5,2,0.6,case_study,mixed,arms_trade.yml,offset_policy_design: direct; maintenance; technology_transfer; procurement_context: single_nation_procurement; political_constraints,"Focusing offsets on maintenance centres builds some skills but does not overcome political restrictions and limited industrial capacity, so dependence on foreign suppliers persists.",positive: maintenance_capacity; negative: limited_multiplier; continued_dependency,,yaml,existing
17-offsets-and-defense-industrialization-in-indonesia-and-singapore_CMO_001,17-offsets-and-defense-industrialization-in-indonesia-and-singapore,Indonesia,,chunk_id:216507011064438,"Indonesia adopted a 'Begin at the End' strategy—start with final assembly, then work backwards to components through licensed production and joint projects","Indonesia’s aerospace offset strategy sought to learn final assembly first and then progressively indigenize component manufacturing via licensed production and joint ventures, aiming for gradual technology absorption.",licensed_production; co_production; technology_transfer,single_nation_procurement; state_owned_enterprises,learning_by_doing; technology_absorption; trusted_partnering,"Stepwise progression from assembly to component production allows domestic engineers to acquire production know-how while foreign partners provide guidance, fostering indigenous capability.",skill_development; indigenous_capability,,RQ2; RQ4,2,0.6,case_study,positive,arms_trade.yml,offset_policy_design: licensed_production; co_production; technology_transfer; procurement_context: single_nation_procurement; state_owned_enterprises,"Stepwise progression from assembly to component production allows domestic engineers to acquire production know-how while foreign partners provide guidance, fostering indigenous capability.",positive: skill_development; indigenous_capability,,yaml,existing
17-offsets-and-defense-industrialization-in-indonesia-and-singapore_CMO_002,17-offsets-and-defense-industrialization-in-indonesia-and-singapore,Indonesia,,chunk_id:216507011064438,"The Asian financial crisis left IPTN with $570 million debt; support was cut, workforce shrank, and projects like the N‑250 were put on hold","Economic crisis revealed the fragility of Indonesia’s offset-driven aerospace program: without state funding, the firm accrued massive debt, shed workers and suspended projects, exposing the unsustainability of the model.",licensed_production; co_production,single_nation_procurement; economic_shock,resource_diversion; economic_vulnerability,"Reliance on government funding and offsets makes the industry vulnerable to macroeconomic shocks; when support dries up, debt and layoffs ensue, halting development.",,industry_collapse; debt_crisis,RQ3; RQ5,3,0.7,case_study,negative,arms_trade.yml,offset_policy_design: licensed_production; co_production; procurement_context: single_nation_procurement; economic_shock,"Reliance on government funding and offsets makes the industry vulnerable to macroeconomic shocks; when support dries up, debt and layoffs ensue, halting development.",negative: industry_collapse; debt_crisis,,yaml,existing
17-offsets-and-defense-industrialization-in-indonesia-and-singapore_CMO_003,17-offsets-and-defense-industrialization-in-indonesia-and-singapore,Indonesia,,chunk_id:216507011064438,"Offsets cannot on their own build viable, self-sufficient defense industries, which require substantial capital, technology, and human resources","The chapter concludes that offsets alone are insufficient to create self-sustaining defence industries. Without indigenous financial, industrial and human resources, technology transfers cannot develop globally competitive firms.",licensed_production; co_production; technology_transfer,single_nation_procurement; developing_economy,resource_requirements; capacity_limitations,"Arms production demands large capital and skilled workforces; offsets provide limited skills but cannot substitute for comprehensive domestic investment, leading to underdeveloped industries.",,limited_industrial_growth,RQ3; RQ5,3,0.7,expert_commentary,negative,arms_trade.yml,offset_policy_design: licensed_production; co_production; technology_transfer; procurement_context: single_nation_procurement; developing_economy,"Arms production demands large capital and skilled workforces; offsets provide limited skills but cannot substitute for comprehensive domestic investment, leading to underdeveloped industries.",negative: limited_industrial_growth,,yaml,existing
17-offsets-and-defense-industrialization-in-indonesia-and-singapore_CMO_004,17-offsets-and-defense-industrialization-in-indonesia-and-singapore,Singapore,JSF,chunk_id:216507011064438,"Singapore eschews formal offsets, leveraging niche strengths and joint ventures (e.g., JSF) to build global partnerships and profitable non-military work","Singapore avoids formal offset commitments, instead focusing on specific competencies and forming joint ventures—such as participation in the JSF program—to integrate into global supply chains and expand profitable non-military businesses.",voluntary; joint_venture; global_partnership,multinational_programme; market_oriented,trusted_partnering; niche_specialisation; supply_chain_integration_incentive,"Building niche capabilities and long-term partnerships attracts foreign investment and expertise, embedding local companies in global markets without the distortions of mandatory offsets.",profitability; global_integration,,RQ2; RQ4,2,0.7,case_study,positive,arms_trade.yml,offset_policy_design: voluntary; joint_venture; global_partnership; procurement_context: multinational_programme; market_oriented,"Building niche capabilities and long-term partnerships attracts foreign investment and expertise, embedding local companies in global markets without the distortions of mandatory offsets.",positive: profitability; global_integration,,yaml,existing
18-defense-offsets-in-australia-and-new-zealand_CMO_001,18-defense-offsets-in-australia-and-new-zealand,Australia,,chunk_id:618189102182717,"Under AII, mandatory 30% offset obligations required new, competitive activities with technology transfer and no price increase; multipliers and legal penalties enforced compliance","Australia’s AII program mandated that 30% of imported content be offset through new, competitive activities delivering technology transfer without increasing prices, with multipliers and penalties to ensure compliance.",mandatory; local_content; technology_transfer; multipliers,single_nation_procurement,learning_by_doing; local_MRO_capacity_building; governance_transparency,"By imposing enforceable local content and technology transfer requirements and rewarding high-value work, the program incentivised suppliers to build sustainable capabilities while discouraging cost padding.",technology_diffusion; industry_participation,administrative_costs,RQ2; RQ3,2,0.6,official_report,mixed,arms_trade.yml,offset_policy_design: mandatory; local_content; technology_transfer; multipliers; procurement_context: single_nation_procurement,"By imposing enforceable local content and technology transfer requirements and rewarding high-value work, the program incentivised suppliers to build sustainable capabilities while discouraging cost padding.",positive: technology_diffusion; industry_participation; negative: administrative_costs,,yaml,existing
18-defense-offsets-in-australia-and-new-zealand_CMO_002,18-defense-offsets-in-australia-and-new-zealand,Australia,F/A-18,chunk_id:618189102182717,"DoD calculated a 29 % cost premium for local F/A‑18 assembly, and the audit office noted the AII lacked agreed outcomes or performance measures","Local assembly of the F/A‑18 fighter under AII increased costs by 29%, and the Australian National Audit Office observed that the program lacked performance metrics, making it impossible to assess its success.",mandatory; local_content,single_nation_procurement,price_inflation; accountability_deficit,Mandating local assembly without clear evaluation criteria leads to cost premiums while the absence of agreed outputs prevents accountability and informed policy adjustments.,,higher_costs; lack_of_accountability,RQ3; RQ5,3,0.7,official_report; audit,negative,arms_trade.yml,offset_policy_design: mandatory; local_content; procurement_context: single_nation_procurement,Mandating local assembly without clear evaluation criteria leads to cost premiums while the absence of agreed outputs prevents accountability and informed policy adjustments.,negative: higher_costs; lack_of_accountability,,yaml,existing
18-defense-offsets-in-australia-and-new-zealand_CMO_003,18-defense-offsets-in-australia-and-new-zealand,Australia,,chunk_id:618189102182717,Best‑endeavours and mandatory offset schemes are inefficient and poorly targeted; unencumbered negotiations deliver better value for money and industry outcomes,The authors conclude that broad offset obligations applied to all imports are inefficient and poorly targeted; contract-specific strategies integrated into procurement offer better value for money and social outcomes.,mandatory; voluntary,single_nation_procurement,market_distortion; programme_fragmentation,Imposing offsets across the board misallocates resources and distracts procurement agencies from negotiating optimal deals; focusing on specific capabilities yields more efficient outcomes.,,inefficiency; missed_opportunity,RQ3; RQ5,2,0.7,expert_commentary,negative,arms_trade.yml,offset_policy_design: mandatory; voluntary; procurement_context: single_nation_procurement,Imposing offsets across the board misallocates resources and distracts procurement agencies from negotiating optimal deals; focusing on specific capabilities yields more efficient outcomes.,negative: inefficiency; missed_opportunity,,yaml,existing
18-defense-offsets-in-australia-and-new-zealand_CMO_004,18-defense-offsets-in-australia-and-new-zealand,New Zealand,,chunk_id:618189102182717,"New Zealand seeks voluntary local involvement up to 30 % without cost premiums, encouraging R&D, technology transfer, joint ventures and training","New Zealand encourages suppliers to involve local firms across the product life cycle but does not mandate offsets; multipliers and contract terms promote R&D, technology transfer, joint ventures and training without increasing costs.",voluntary; local_content; technology_transfer; joint_venture; multipliers,single_nation_procurement,trusted_partnering; learning_by_doing; local_MRO_capacity_building,"By incentivising but not enforcing local partnerships and rewarding high-value activities, the policy cultivates sustainable industry relationships and skill development without distorting prices.",industry_development; commercial_sustainability,,RQ2; RQ4,2,0.7,official_report,positive,arms_trade.yml,offset_policy_design: voluntary; local_content; technology_transfer; joint_venture; multipliers; procurement_context: single_nation_procurement,"By incentivising but not enforcing local partnerships and rewarding high-value activities, the policy cultivates sustainable industry relationships and skill development without distorting prices.",positive: industry_development; commercial_sustainability,,yaml,existing
19-defense-industrial-participation-the-south-african-experience_CMO_001,19-defense-industrial-participation-the-south-african-experience,South Africa,,chunk_id:833522213022534,"South Africa’s DIP policy requires offsets to be new, sustainable and like-for-like; obligations must be fulfilled in seven years, with penalties for non-delivery","The DIP scheme obliges foreign suppliers to invest in new and economically viable projects that transfer comparable technology and create local jobs, with a seven-year deadline and penalties to ensure compliance.",mandatory; direct; technology_transfer; joint_venture; licensed_production; new_business,single_nation_procurement,governance_transparency; local_MRO_capacity_building; supply_chain_integration_incentive,"By mandating new, sustainable activities and imposing deadlines and penalties, the policy pushes suppliers to form genuine partnerships and build lasting capabilities rather than relabel existing trade.",job_creation; sustainable_capacity,,RQ2; RQ4,2,0.7,official_report,positive,arms_trade.yml,offset_policy_design: mandatory; direct; technology_transfer; joint_venture; licensed_production; new_business; procurement_context: single_nation_procurement,"By mandating new, sustainable activities and imposing deadlines and penalties, the policy pushes suppliers to form genuine partnerships and build lasting capabilities rather than relabel existing trade.",positive: job_creation; sustainable_capacity,,yaml,existing
19-defense-industrial-participation-the-south-african-experience_CMO_002,19-defense-industrial-participation-the-south-african-experience,South Africa,,chunk_id:833522213022534,"Evidence emerged of bribes, fraud and conflicts of interest involving the Chief Whip and senior officials, prompting investigations and damaging South Africa’s democracy","The arms offset deal became embroiled in corruption: high-level officials received bribes and had conflicts of interest, leading to investigations that undermined trust and harmed democratic institutions.",mandatory; large_scale,single_nation_procurement; political_environment,rent_seeking_brokers; governance_transparency,"Opaque negotiations and large sums associated with offsets create opportunities for officials to solicit bribes and conceal conflicts of interest, resulting in scandals and political damage.",,political_scandal; loss_of_trust,RQ3; RQ5,3,0.8,case_study; investigation,negative,arms_trade.yml,offset_policy_design: mandatory; large_scale; procurement_context: single_nation_procurement; political_environment,"Opaque negotiations and large sums associated with offsets create opportunities for officials to solicit bribes and conceal conflicts of interest, resulting in scandals and political damage.",negative: political_scandal; loss_of_trust,,yaml,existing
19-defense-industrial-participation-the-south-african-experience_CMO_003,19-defense-industrial-participation-the-south-african-experience,South Africa,,chunk_id:833522213022534,Empirical evidence suggests offsets have smaller economic impact than promised and may not be genuine or sustainable; alternative investments could better create jobs,"The South African offset program delivered fewer economic benefits than advertised; many projects lacked additionality or sustainability, and investing in infrastructure and labour-intensive sectors might have yielded greater employment and development.",mandatory; large_scale,single_nation_procurement,market_distortion; opportunity_cost,"By committing funds to expensive arms with offsets rather than to sectors with high employment multipliers, the government incurs opportunity costs while offset projects fail to deliver sustained new activity.",,limited_economic_benefit; high_opportunity_cost,RQ3; RQ5,3,0.7,expert_commentary; descriptive_statistics,negative,arms_trade.yml,offset_policy_design: mandatory; large_scale; procurement_context: single_nation_procurement,"By committing funds to expensive arms with offsets rather than to sectors with high employment multipliers, the government incurs opportunity costs while offset projects fail to deliver sustained new activity.",negative: limited_economic_benefit; high_opportunity_cost,,yaml,existing
20-defense-offsets-and-regional-development-in-south-africa_CMO_001,20-defense-offsets-and-regional-development-in-south-africa,South Africa,Submarine; Corvette,chunk_id:900588331195987,"A key factor in selecting German submarine and corvette contracts was the industrial participation benefits, particularly promises of specialty steel projects at Coega","South Africa selected high-cost German submarine and corvette contracts partly because of offset promises to develop specialty steel projects at the Coega Industrial Development Zone, linking procurement decisions to regional industrial policy.",mandatory; industrial_participation; investment,single_nation_procurement; regional_development,industrial_policy_alignment; programme_fragmentation,"By tying procurement choices to promised regional investments, the government prioritised industrial policy over pure military need, potentially skewing supplier selection and binding arms deals to risky development projects.",regional_investment,misallocation_of_resources; risky_projects,RQ3; RQ5,2,0.6,case_study,mixed,arms_trade.yml,offset_policy_design: mandatory; industrial_participation; investment; procurement_context: single_nation_procurement; regional_development,"By tying procurement choices to promised regional investments, the government prioritised industrial policy over pure military need, potentially skewing supplier selection and binding arms deals to risky development projects.",positive: regional_investment; negative: misallocation_of_resources; risky_projects,,yaml,existing
20-defense-offsets-and-regional-development-in-south-africa_CMO_002,20-defense-offsets-and-regional-development-in-south-africa,South Africa,Coega IDZ,chunk_id:900588331195987,"Job estimates for Coega rose to 240,000 but later predictions anticipated only 850–2,700 jobs while using seven times more capital than initially estimated","The Coega Industrial Development Zone’s promised job creation escalated from 40,000 to 240,000 in official rhetoric, yet later analyses forecast only 850–2,700 jobs at far greater capital cost, undermining the offset justification.",industrial_participation; investment,regional_development; non_defense_projects,inflated_expectations; project_overinvestment,"Inflated forecasts used to justify offset-driven mega-projects create unrealistic expectations; when revised estimates reveal low employment and high capital requirements, confidence erodes and resources are misallocated.",,cost_overruns; low_job_creation,RQ5; RQ3,3,0.7,case_study,negative,arms_trade.yml,offset_policy_design: industrial_participation; investment; procurement_context: regional_development; non_defense_projects,"Inflated forecasts used to justify offset-driven mega-projects create unrealistic expectations; when revised estimates reveal low employment and high capital requirements, confidence erodes and resources are misallocated.",negative: cost_overruns; low_job_creation,,yaml,existing
20-defense-offsets-and-regional-development-in-south-africa_CMO_003,20-defense-offsets-and-regional-development-in-south-africa,South Africa,Coega IDZ,chunk_id:900588331195987,"Employment at Coega will be the most capital‑intensive in Africa, creating 850–2,700 jobs and causing environmental costs, while alternative strategies could better serve development",The Coega project prioritises heavy industry and will generate few jobs at very high capital cost while damaging the environment. Alternative investments in eco-tourism and small-scale agriculture would better address poverty and sustainability.,industrial_participation; investment,regional_development,misallocation_of_resources; environmental_costs,"Capital-intensive offset projects in resource-sensitive areas consume funds and harm ecosystems, delivering few jobs and missing opportunities for sustainable development.",,inequitable_development; environmental_degradation,RQ3; RQ5,2,0.6,expert_commentary,negative,arms_trade.yml,offset_policy_design: industrial_participation; investment; procurement_context: regional_development,"Capital-intensive offset projects in resource-sensitive areas consume funds and harm ecosystems, delivering few jobs and missing opportunities for sustainable development.",negative: inequitable_development; environmental_degradation,,yaml,existing
