chunk_id,file_id,mechanism_statement,umap_0,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9
05_arms_trade_as_illiberal_trade_pdf__cmo_012,05-arms-trade-as-illiberal-trade.pdf,"Once buyer-country firms secure component roles via coproduction/subcontracting, they can supply not only the original prime but also other manufacturers, competing with domestic suppliers.",4.5776324,0.16342178,3.419217,4.245939,7.240055,3.897209,-1.038443,-0.26972383,2.3611903,2.302479
05_arms_trade_as_illiberal_trade_pdf__cmo_013,05-arms-trade-as-illiberal-trade.pdf,"Direct offsets shift work away from domestic suppliers toward foreign subcontractors, with suppliers bearing a large share of displacement.",4.636314,-0.98871607,4.0538416,1.9171689,7.9822516,4.028945,-1.5050257,0.2342831,2.0681903,1.8926129
05_arms_trade_as_illiberal_trade_pdf__cmo_014,05-arms-trade-as-illiberal-trade.pdf,"By introducing offset-linked competition and support for foreign firms’ cost/quality improvements, indirect offsets impose “hidden injuries” on non-defense sectors that may not know why competition intensified.",5.1796756,-0.91775346,3.754271,2.1166534,7.5766697,3.9487686,-0.8112783,0.40632135,2.5247538,2.0270307
05_arms_trade_as_illiberal_trade_pdf__cmo_015,05-arms-trade-as-illiberal-trade.pdf,"Offset transactions reduce foreign firms’ costs and/or raise quality and market-competitiveness, while technology transfer back to the US is rare.",4.402016,-0.8665313,4.6886168,3.2587714,7.682109,4.0882106,-0.90799767,0.44643712,2.4397326,1.5085813
05_arms_trade_as_illiberal_trade_pdf__cmo_016,05-arms-trade-as-illiberal-trade.pdf,"Licensed production/technology sharing associated with offsets increases opportunities for diversion, while enforcement is inadequate and undetected transfers likely exceed detected cases.",4.3357873,-0.9754637,4.9151497,3.2700655,7.690144,4.2622747,-1.2036514,0.5468848,2.3533828,1.4352621
05_arms_trade_as_illiberal_trade_pdf__cmo_017,05-arms-trade-as-illiberal-trade.pdf,Interoperability demands and offset-driven technology sharing can be used to justify accelerating next-generation development to maintain an edge.,4.4867167,-0.9707142,4.9970293,2.9484842,7.723714,4.368237,-1.2706577,0.5735952,2.299308,1.3990614
05_arms_trade_as_illiberal_trade_pdf__cmo_018,05-arms-trade-as-illiberal-trade.pdf,"Economic imperatives gain ascendancy over foreign-policy/security concerns, shifting lead roles toward defense/economic agencies and weakening arms-control functions.",5.1316853,-0.5581616,4.20065,2.7655778,7.3665032,4.333879,-0.023964543,0.90165013,2.7210445,2.7673965
05_arms_trade_as_illiberal_trade_pdf__cmo_019,05-arms-trade-as-illiberal-trade.pdf,"By linking military imports to offsets that build non-defense capabilities, governments make military spending more attractive in budget competition and may increase total weapons purchases.",4.868962,-0.5115895,4.08022,2.97764,7.4599752,4.024989,0.099751934,0.69253016,2.8280735,2.7196057
05_arms_trade_as_illiberal_trade_pdf__cmo_020,05-arms-trade-as-illiberal-trade.pdf,"Offset-driven procurement reduces incentives to minimize purchase costs (e.g., off-the-shelf), while price opacity makes it hard to judge whether paid prices are reasonable.",4.466999,-1.5629826,3.8454368,1.4898195,8.441965,3.411939,-1.9287578,0.08606642,2.2427588,1.3337395
05_arms_trade_as_illiberal_trade_pdf__cmo_021,05-arms-trade-as-illiberal-trade.pdf,"Prime contractors have shared incentives to maintain offset practices and exclusion from free-trade regimes because offsets expand markets and preserve pricing power, even while firms compete on deals.",5.026854,-0.95161825,3.479268,1.965531,7.827884,3.7227309,-1.8866862,-0.16069666,2.3358326,2.3036115
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_001,06-defense-offsets-policy-versus-pragmatism.pdf,Politicians use offset promises as persuasive rhetoric to frame weapons purchases as delivering wider economic development benefits.,5.553467,-2.012649,3.9061708,1.6129677,7.735347,3.5084898,-1.7092786,0.023439182,2.3209722,1.8053287
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_002,06-defense-offsets-policy-versus-pragmatism.pdf,Buyer leverage in a buyer’s market enables purchasing states to extract concessions (offsets/industrial participation) from offshore vendors.,4.196398,-0.6642434,3.3599517,3.0179017,7.991815,3.376603,-1.4088994,-0.25582924,2.2804875,2.0639172
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_003,06-defense-offsets-policy-versus-pragmatism.pdf,"When security urgency or treaty quid-pro-quo dominates decision-making, governments de-emphasize offsets and choose off-the-shelf purchases.",5.4882064,-1.8575741,3.6143587,2.0538046,7.8221655,3.3768451,-1.8205395,-0.057818312,2.5028973,2.273147
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_004,06-defense-offsets-policy-versus-pragmatism.pdf,"Flexible, negotiated approaches (case-by-case) can maximize mutual benefit without necessarily reducing technology transfer, while rigid prescription increases stress as demands rise.",5.108789,-1.4386196,3.0828197,1.5699359,8.431168,2.9435253,-2.0391958,-0.2645746,2.6488469,2.2086642
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_005,06-defense-offsets-policy-versus-pragmatism.pdf,The threat of reduced consideration for future bids provides an informal enforcement incentive to meet offset targets.,5.250731,-1.430931,3.4501863,1.5309364,7.9858446,3.5060897,-1.9929042,-0.12283683,2.3913872,2.1773307
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_006,06-defense-offsets-policy-versus-pragmatism.pdf,Multipliers and penalty-backed obligations increase incentives for investment and technology transfer into pre-determined local sectors.,4.661356,-1.1458856,3.188033,2.3602057,7.8463254,3.0268126,-2.5081282,-0.70916045,2.6200008,2.208462
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_007,06-defense-offsets-policy-versus-pragmatism.pdf,Offsets link procurement to licensing/collaboration and technology transfer pathways aligned with each country’s strategic-industrial objectives.,4.143171,-0.3959138,4.481392,3.6572452,7.582359,4.302839,-0.84431,0.4057649,2.1951988,2.0356886
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_008,06-defense-offsets-policy-versus-pragmatism.pdf,"Effective absorption requires skilled workforce, diversified innovative subcontractor base, and the ability to evolve technologies under IP constraints, supported by national science-and-technology policy and R&D culture.",4.4022026,-0.61482173,4.8101735,3.661268,7.4774055,4.3565984,-0.729301,0.5563937,2.4545677,1.7389864
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_009,06-defense-offsets-policy-versus-pragmatism.pdf,Information opacity and strategic bargaining over technology flows make outcomes uncertain and complicate verification of long-run benefits.,5.5118065,-1.6658283,3.194953,2.1653993,7.923932,3.1593719,-1.7333639,-0.09137228,2.7441158,2.345378
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_010,06-defense-offsets-policy-versus-pragmatism.pdf,"When offset programs focus on immediate assembly/work placement without embedding longer-term capability development, benefits decay after project completion.",5.142355,-1.2284273,4.87052,2.2899117,7.667628,4.355215,-1.2539656,0.72348076,2.5229304,1.8691823
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_011,06-defense-offsets-policy-versus-pragmatism.pdf,"Vendors treat offset costs as a pricing issue and attempt to load costs into the primary contract price, while buyers escalate targets to reduce pass-through.",4.3010964,-1.6272458,3.389879,1.7065042,8.473456,3.025277,-1.997069,-0.15512353,2.3575456,1.2786726
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_012,06-defense-offsets-policy-versus-pragmatism.pdf,Divergent valuation methods generate negotiation friction and can derail procurement bids or complicate offset strategy agreements.,4.622607,-1.5299095,3.2805114,1.6772808,8.52686,2.9096143,-2.083662,-0.25908846,2.4826899,1.8181725
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_013,06-defense-offsets-policy-versus-pragmatism.pdf,"When pre-existing or follow-on work is counted as offset credit, the true incremental value of offsets is overstated and accountability weakens.",5.736485,-1.8566735,3.873625,1.767261,7.7115173,2.726772,-2.01277,-0.30573228,2.9099941,1.7175624
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_014,06-defense-offsets-policy-versus-pragmatism.pdf,"Credit banking relaxes immediate delivery constraints and enables long-term, multi-project clearing, but can reduce transparency about what is delivered for a given contract.",4.649467,-1.0443715,3.1799715,2.8814337,7.8275185,2.6325788,-1.7123781,-0.6541405,2.8129036,1.9053001
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_015,06-defense-offsets-policy-versus-pragmatism.pdf,"Vendors manage risk by transferring aged or limited-scope technology and restricting access via IP/legal barriers and black-boxing, limiting learning.",4.224638,-1.1057186,4.8189535,3.66743,7.7199736,3.8710756,-1.1344045,0.5368848,2.4866827,1.8081472
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_016,06-defense-offsets-policy-versus-pragmatism.pdf,"Licensed production enables cumulative learning and adaptation, allowing host countries to introduce upgrades and improved variants.",4.111877,-0.65796775,4.4398065,4.4451184,7.0616617,4.7414584,-1.4916462,0.33916777,2.4723907,2.011404
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_017,06-defense-offsets-policy-versus-pragmatism.pdf,"Where domestic production requires subsidies to match incumbent supplier costs, job creation is achieved at high public cost and may not be efficient.",4.1719375,-0.7930263,3.9738147,4.2755947,7.5016026,3.5324829,-1.1639345,-0.23092805,2.726047,1.5934812
06_defense_offsets_policy_versus_pragmatism_pdf__cmo_018,06-defense-offsets-policy-versus-pragmatism.pdf,"Large outbound offset obligations can outweigh inbound industrial participation work, producing net job losses in the longer term.",5.053522,-1.0333891,4.092967,2.162126,7.7409387,4.1336555,-1.8386616,0.17603959,2.3711343,2.220749
07_comparing_british_and_german_offset_strategies_pdf__cmo_001,07-comparing-british-and-german-offset-strategies.pdf,Different state-industry relationships and policy histories shape how offsets are perceived and operationalized in procurement and exports.,4.755023,-0.9062569,4.3451552,1.9234844,8.02835,4.2323594,-1.6771896,0.44742855,2.3288805,1.8603818
07_comparing_british_and_german_offset_strategies_pdf__cmo_002,07-comparing-british-and-german-offset-strategies.pdf,"Because open procurement at home coexists with protectionism abroad, the UK treats import offsets (industrial participation) as a second-best necessity and sets systematic rules to request IP on significant offshore content.",3.9313853,-0.10158278,3.688268,3.668387,7.8086514,3.6705837,-0.95523673,-0.19352451,2.0477083,2.174517
07_comparing_british_and_german_offset_strategies_pdf__cmo_003,07-comparing-british-and-german-offset-strategies.pdf,"By requesting defense-related, new, technically equivalent work at no additional cost and within contract duration, the MoD attempts to secure offset benefits without sacrificing value-for-money procurement.",5.1760345,-1.4694669,3.8603282,1.449566,7.8711915,3.8141363,-1.7047987,0.12054153,2.1425452,2.0303872
07_comparing_british_and_german_offset_strategies_pdf__cmo_004,07-comparing-british-and-german-offset-strategies.pdf,High offset demands in one market raise reciprocal expectations in others; using more indirect offsets can reduce financial risk and preserve established supply chains.,4.541733,-1.673337,3.580054,1.5904304,8.208546,3.167645,-2.2131956,-0.1927969,2.3962135,1.3848778
07_comparing_british_and_german_offset_strategies_pdf__cmo_005,07-comparing-british-and-german-offset-strategies.pdf,"By conditioning credit on demonstrable market use, the UK attempts to discourage paper transfers and improve additionality and effectiveness.",4.751133,-1.1996214,3.1670833,2.8637693,7.7464967,2.5119965,-1.8614664,-0.7663122,2.7725742,1.9607816
07_comparing_british_and_german_offset_strategies_pdf__cmo_006,07-comparing-british-and-german-offset-strategies.pdf,"By structuring procurement through an “open” supplier cartel and requiring foreign suppliers to participate in German consortia, Germany embeds direct offsets/work share into the procurement system without an explicit IP policy.",4.1070056,0.008393977,3.6247153,3.5398815,7.709942,3.8979645,-0.9789587,-0.082171954,2.008324,2.3832343
07_comparing_british_and_german_offset_strategies_pdf__cmo_007,07-comparing-british-and-german-offset-strategies.pdf,"Licensed production, collaboration, and offset-like work requirements were used to acquire technology and build dual-use capacity, accepting costs for production under license when it delivered transfer.",4.251343,-0.79102874,4.7978177,3.478811,7.54567,4.4977465,-1.2635158,0.48386005,2.2774875,1.5079198
07_comparing_british_and_german_offset_strategies_pdf__cmo_008,07-comparing-british-and-german-offset-strategies.pdf,Allowing foreign suppliers to establish subsidiaries enabled participation and capability build-up; later consolidation absorbed or eliminated these affiliates as German firms grew.,4.044825,0.35281062,3.3866127,4.129413,7.527697,4.0159273,-0.8463014,-0.1482764,1.9716909,2.4956677
07_comparing_british_and_german_offset_strategies_pdf__cmo_009,07-comparing-british-and-german-offset-strategies.pdf,"Shifting from strict juste_retour to global_balance reduces fragmentation and can improve collaborative efficiency, but requires political agreement and offsets/waivers.",5.3391356,-1.4709042,3.8848526,2.3377533,7.708956,3.7029524,-1.7712764,0.1304496,2.5267947,2.2588315
07_comparing_british_and_german_offset_strategies_pdf__cmo_010,07-comparing-british-and-german-offset-strategies.pdf,"Government export support organizations (e.g., UK DESO) help firms navigate offset rules, build projects, and identify credit opportunities, especially for smaller exporters lacking offset staff.",4.1236496,-1.0217073,4.530934,2.7094257,8.094461,3.8249412,-1.5335889,0.13826217,2.1670666,1.3390145
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_001,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Non-competitive work splitting and multi-layer committee structures increase transaction costs, blur accountability, and slow decisions.",5.34821,-0.13884017,3.3817854,3.758941,7.135775,3.9177518,-1.2222797,-0.0662727,2.5562956,2.3975918
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_002,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Allowing firms to count business that would have occurred anyway (e.g., civil aero-engine purchases) as offset credit undermines additionality and overstates benefits.",5.428023,-1.7927765,3.9022927,1.818058,7.7818313,2.7066808,-2.024635,-0.38443896,2.76787,1.6138592
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_003,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"When development is complete, offsets offer few opportunities for acquiring new technology, limiting technology-transfer potential.",4.5518217,-1.0437206,5.029113,2.9706936,7.671509,4.3785925,-1.1364639,0.6552608,2.4019954,1.4946831
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_004,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Offset promises provide a tool to justify imports by claiming protection of jobs and technology, even when costs/efficiency losses exist.",5.505375,-1.8605521,3.9365456,1.8875058,7.6976266,3.6252906,-1.8336618,0.03751982,2.3963392,2.0416524
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_005,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,Reliance on offset-dependent work reduces design and systems-integration experience compared with independent national programs or substantive collaboration.,5.3233566,-1.2026875,4.798498,2.2363527,7.598281,4.319212,-1.4082754,0.6675038,2.5931706,1.8890648
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_006,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Early partnership and competitive “best value” work allocation provide access to development roles and potential high-technology work shares, conditional on technology access agreements and export-control approvals.",4.6938577,0.3427543,3.5496423,4.0671287,7.1893797,4.4548035,-0.71273226,0.36613628,2.1108918,2.7234352
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_007,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Exclusive partnership yields “win-lose” exposure tied to prime selection, while suppliers in both teams hedge risk (“win-win”) based on competitive advantage.",4.606207,0.5302874,3.4991276,4.1703877,7.1868954,4.348491,-0.5217054,0.24649301,2.1184494,2.7529976
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_008,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,Political pressure from partners leads the JSF Program Office to add “strategic best value” set-asides to ensure some work is reserved for partner-nation contractors meeting cost/schedule.,4.793674,0.24185851,3.4945607,3.8508062,7.2108536,4.4009643,-0.7629791,0.37350175,2.1934035,2.8463762
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_009,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,"Contractor-provided industrial participation studies function as marketing and are subject to bias, requiring cautious interpretation and valuation of uncertain technology benefits.",4.5150447,-0.2572529,3.4376738,3.1711988,7.610014,3.8701322,-1.2469425,-0.004828442,2.3148835,2.664219
08_offsets_and_the_joint_strike_fighter_in_the_uk_and_the_netherlands_pdf__cmo_010,08-offsets-and-the-joint-strike-fighter-in-the-uk-and-the-netherlands.pdf,Broader packages promising long-term partnerships and non-defense opportunities attempt to create durable collaboration beyond meeting an offset percentage.,4.8355594,0.20017308,3.6421301,3.74221,7.156673,4.500246,-0.5561606,0.47711575,2.2225769,2.8324656
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_001,09-nordic-offset-policies-changes-and-challenges.pdf,"As imports of components/subsystems rise (e.g., to save costs or avoid domestic development), governments require foreign suppliers to compensate through offsets (work share, countertrade, technology transfer).",4.09249,-0.37341782,3.8997257,3.5204043,7.7490907,3.6936185,-0.7437637,-0.02445218,2.3345745,2.0522327
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_002,09-nordic-offset-policies-changes-and-challenges.pdf,"Smaller domestic industrial capacity limits the ability to absorb and execute large offset obligations, prompting policy adjustments (e.g., lower required percentages or thresholds).",5.0436025,-1.3747102,4.439134,2.1442125,7.957056,3.9531555,-2.1008132,0.21683879,2.4534578,2.1912024
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_003,09-nordic-offset-policies-changes-and-challenges.pdf,"Offsets (along with credits/loan guarantees) become competitive tools rather than purely political add-ons, pushing Nordic policies to become more specific and technology-focused.",5.1682734,-1.1398907,4.309489,1.8253618,7.932662,3.863058,-1.6813526,0.36035812,2.580417,1.726071
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_004,09-nordic-offset-policies-changes-and-challenges.pdf,"By preferring offsets that involve domestic participation in development/manufacture and learning to maintain/support equipment, policies aim to sustain skills and lifecycle support capability.",4.795507,-1.0611922,4.5791016,2.322037,7.725384,4.482211,-1.4965308,0.56695706,2.4225316,1.7979376
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_005,09-nordic-offset-policies-changes-and-challenges.pdf,Reducing multipliers or evaluating them case-by-case limits artificial inflation of offset value and shifts emphasis to verifiable projects.,5.560894,-1.7658637,3.3825202,1.469291,8.080052,2.8485634,-2.053673,-0.27862176,2.7533057,1.9543651
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_006,09-nordic-offset-policies-changes-and-challenges.pdf,"Restricting banking (time limits, transfer limits, caps on proportion satisfied) preserves closer coupling between current procurement and compensatory activity.",4.5020847,-0.91039294,3.271272,2.9461818,7.863136,2.8912563,-1.6937386,-0.5396872,2.5767438,2.1096063
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_007,09-nordic-offset-policies-changes-and-challenges.pdf,"Denmark avoids financial penalties because it acknowledges penalties raise import prices, instead using supplier blacklisting; Norway uses withheld-payment sanctions; Finland/Sweden accept economic sanctions.",3.819947,-1.2389174,4.0709133,2.8992248,8.41838,2.9989781,-1.6360779,-0.30591387,2.2459123,1.6675304
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_008,09-nordic-offset-policies-changes-and-challenges.pdf,"Policies explicitly prohibit offsets from influencing supplier choice until systems meet requirements, preventing offsets from distorting capability selection.",4.7820725,-1.6634657,4.3483324,2.1940053,8.136529,3.4420154,-2.2522988,-0.012519742,2.4115312,1.999012
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_009,09-nordic-offset-policies-changes-and-challenges.pdf,"By tying offsets to export expectations and participation in production for non-domestic customers, domestic firms gain access to international supply chains and markets.",3.8711166,-0.24194069,3.8344297,3.8899434,7.832431,3.5872395,-0.99983954,-0.2162797,2.1503725,1.8110014
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_010,09-nordic-offset-policies-changes-and-challenges.pdf,"When subcontracts are awarded commercially, partner nations must pay for participation and accept less than full influence and less than full industrial participation.",4.543119,0.31038818,3.3280318,3.9058762,7.3423023,4.1284924,-0.6872413,0.05841709,2.1604621,2.6919246
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_011,09-nordic-offset-policies-changes-and-challenges.pdf,"Complex and heterogeneous offset arrangements decouple headline percentage values from actual work delivered, complicating audits and comparisons.",5.929214,-2.0118093,3.7067637,1.5650738,7.695528,2.8994105,-1.9552667,-0.17883588,2.878656,1.7037411
09_nordic_offset_policies_changes_and_challenges_pdf__cmo_012,09-nordic-offset-policies-changes-and-challenges.pdf,Recognizing higher costs and lower-than-expected gains prompts policy revisions to allow less than 100% offsets or even zero in specific cases.,5.767662,-2.0984309,3.5276487,1.6969188,7.7049837,2.9704278,-1.9721797,-0.20595889,2.765398,1.733252
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_001,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Firms compete by offering attractive offset packages, and buyer governments use bargaining leverage to demand optimally beneficial compensation arrangements.",4.961071,-1.2329109,3.3011408,1.6883821,8.277469,3.3995528,-1.7623134,-0.027453922,2.4786649,2.1311984
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_002,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Limited data access and vested interests in industry and government constrain disclosure and complicate separating fact from fiction.,6.2448792,-1.4436679,3.1626499,2.5059147,7.2625413,3.0043585,-1.4524764,-0.15864845,3.2802703,2.3992815
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_003,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Because it is unknown what would have happened without the offset obligation, analysts must assume a counterfactual, introducing fundamental uncertainty about additionality.",5.704125,-1.9579799,3.883339,1.7504523,7.722789,2.8510664,-2.0561407,-0.24858375,2.8276253,1.7054315
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_004,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Suppliers insure against penalty and compliance risks by raising contract values, and administrative burdens also increase costs, obscuring the true price premium of offsets.",4.5062714,-1.6754783,3.219565,1.8217905,8.271105,2.843118,-2.2214284,-0.3916355,2.5189688,1.4858873
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_005,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Heterogeneity in offset types and goals produces different economic effects and requires different evaluation methods, limiting generalization.",5.884976,-2.0126617,3.569508,1.1403368,7.751209,3.1495028,-1.5301337,-0.008281643,2.6171832,1.4947908
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_006,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Because supplier contribution to deal initiation cannot be established and some projects would have occurred anyway, fulfillment rates can be inflated by multiplier pricing, consultants, and advance crediting.",4.3841157,-1.3710387,3.5848532,2.4421728,7.988054,2.728996,-2.5743396,-0.76842874,2.53498,1.8690127
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_007,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Offset-generated exports concentrate in existing trade relations and traditional products from large exporters, limiting SME exports and job creation.",3.549821,-0.9966309,4.18372,3.4584367,8.268279,3.1533163,-1.378053,-0.28069907,2.2033262,1.2740101
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_008,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,High management burdens and pressure to fulfill large obligations lead to labor-intensive monitoring and reliance on seemingly artificial projects.,4.6179037,-0.95626295,3.622995,3.9470568,7.414214,3.218707,-1.7785664,-0.5087974,2.9442341,1.7758001
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_009,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"When additionality cannot be established and costs are unknown, demanding 100% offsets can yield questionable net value and misdirect defense budget resources toward general export promotion.",5.4463606,-2.009654,3.703907,1.8883727,7.7064404,3.1743588,-2.2522843,-0.2006726,2.6745696,1.7976542
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_010,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Statistical association between receiving offsets and firm income/employment growth can coexist with limited national net benefit and poor alignment with policy goals.,5.767587,-1.9281154,3.5728436,1.1812376,7.752987,3.2357407,-1.4018924,0.038666423,2.5480309,1.4316169
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_011,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Linking offset requirements to import contracts creates compensatory commercial/industrial work intended to expand production and sustain employment.,4.6546054,-0.945083,4.23507,2.3432584,7.750253,4.1815944,-1.743817,0.12512629,2.1035926,1.887854
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_012,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Indirect offsets (reciprocal purchases unrelated to the arms deal) obscure causal attribution and complicate evaluation compared to direct offsets.,5.5190663,-1.987602,3.96322,1.5980389,7.726221,3.0685444,-1.8027257,-0.14108501,2.5625112,1.5126673
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_013,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Lack of clear requirements and approval criteria enables retroactive crediting and preferential treatment, reducing competition and potentially raising prices.",4.7605786,-1.3394767,3.0847528,2.9032218,7.7575064,2.3316793,-1.9590409,-0.86478853,2.864993,1.8524685
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_014,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Making policy more specific, setting approval criteria in advance, and requiring competitive bidding and continuous monitoring improves transparency and limits distortions.",5.7189646,-1.8683654,3.289001,2.2126975,7.64427,3.0470724,-1.8142072,-0.24953084,2.7497785,2.191841
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_015,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,Emphasis on indirect offsets was initially used to extend industrial activity beyond the life of a specific procurement program.,4.8428183,-1.1176469,4.4042478,1.8072454,7.9205894,4.2700715,-1.632164,0.42352745,2.1597958,1.8948646
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_016,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"By abandoning civil offsets and focusing on military offsets in prioritized technology fields, policy aims to secure long-term defense technological competence rather than diffuse economic objectives.",5.200462,-0.77428144,4.541598,2.6116166,7.412637,4.3959603,-0.17959376,0.9995939,2.7416172,2.6071668
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_017,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Direct military offsets build local capacity to maintain and modify imported systems, supporting lifecycle readiness and security of supply.",5.1539054,-0.8661615,4.6711245,2.4831538,7.4920335,4.498965,-0.43836182,0.9483365,2.570189,2.4878533
10_evaluating_defense_offsets_the_experience_in_finland_and_sweden_pdf__cmo_018,10-evaluating-defense-offsets-the-experience-in-finland-and-sweden.pdf,"Indirect military offsets are targeted to prioritized technology fields and evaluated for qualitative and long-term impact, sustaining competence across the defense technology base.",5.1994395,-0.85837656,4.66693,2.533414,7.450329,4.4692,-0.3522656,1.0044649,2.6439228,2.501095
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_001,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,"By tying arms purchases to compensatory work and know-how transfer, procurement decisions channel resources to domestic firms that sustain and upgrade capabilities.",4.629759,-0.37760043,4.3567305,3.3817885,7.3492165,4.3282275,-0.21003611,0.6026668,2.5297434,2.5303853
11_offsets_in_belgium_between_scylla_and_charybdis_pdf__cmo_002,11-offsets-in-belgium-between-scylla-and-charybdis.pdf,"Indirect compensations redirect purchase-linked activity into non-military sectors, which is expected to stimulate broader domestic economic activity.",5.1570163,-0.5433876,4.0905666,2.8457937,7.2904177,4.074509,0.1555544,0.74413973,2.9512813,2.882893
