"file_id","chunk_id","context_statement","mechanism_statement","outcome_statement","confidence","confidience_justification","evidence_paraphrase","evidence_quote","evidence_type","evidence_type_narrative","research_question_mapped","country","programme"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_013","Embraer’s early military aircraft production involved licensed manufacture under conditions imposed by the Ministry of Aeronautics.","On-site foreign specialists and overseas training transfer tacit production knowledge and engineering skills to domestic staff.","Technology transfer to Embraer is accelerated and augmented during early license programs.","high","The transfer channels (specialists and training) and their intended effect are explicitly described.","The chapter describes Italian specialists supporting setup and Brazilian engineers receiving training in Italy, supporting a mechanism where embedded expertise transfers practical know-how.","included Italian specialists coming to Brazil to help set up production","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq2","brazil","xavante"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_014","Brazil’s procurement of F-5E fighters included an offset arrangement involving domestic manufacturing tasks.","Component production for imported platforms and associated technical training embed supplier standards and engineering practices in domestic firms.","Domestic aerospace component capability and engineering skills increase.","high","The offset content and training elements are explicitly stated.","The chapter reports that the F-5E purchase included fuselage-component work for Embraer and engineering training, supporting a mechanism where workshare and training build industrial capability.","involved Embraer manufacturing several components for the fuselage","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq2","brazil","f_5e_tiger"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_015","Full nationalization of aircraft components can be costly and may lead to suboptimal technological paths.","By concentrating on key technologies (e.g., fuselage and systems integration) and importing other components, firms can build autonomy in high-value areas while avoiding inefficient local production.","Embraer gains autonomy in core capabilities without achieving fully independent production of all components.","high","The strategy is explicitly described as deliberate by cited sources in the chapter.","The chapter describes analyses portraying Embraer’s deliberate choice to focus on key technologies while importing components, supporting a mechanism where selective integration yields autonomy without full component nationalization.","concentrated on “key technologies” such as fuselage and systems integration","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq2; rq3","brazil","embraer_aircraft"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_016","Coproduction of complex platforms can build capability but faces commercialization risks.","Collaborative design and production transfer advanced competencies, but without export demand, unit costs rise and commercial viability suffers.","The AMX project is a technological success but commercially weak, with cost escalation and limited exports.","high","The text explicitly juxtaposes technological success with commercial failure indicators and provides a concrete cost claim.","The chapter describes AMX as technologically valuable for Embraer but notes poor commercial performance and cost escalation, supporting a mechanism where collaboration builds capability without guaranteeing market viability.","the unit cost of the AMX doubled from its original $10 million","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq2; rq3","brazil","amx"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_017","SIVAM is a major, technology-intensive surveillance and communications program implemented via collaboration between foreign and Brazilian firms.","Creating domestic entities responsible for software development, technology absorption, and training increases national autonomy over operation and evolution of complex systems.","Brazil strengthens autonomy in operation, maintenance, and technological evolution for SIVAM-related system intelligence.","high","The autonomy objective and the institutional arrangement are explicitly stated.","The chapter describes ATECH’s role in SIVAM (software development, technology absorption, training) as designed to ensure Brazilian autonomy, supporting a mechanism linking domestic capability-building to sustainment autonomy.","ensure Brazilian autonomy in the operation, maintenance, and technological evolution","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq1; rq2","brazil","sivam"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_018","Brazil attached formal offset requirements to parts of SIVAM and used multiplier rules.","Multipliers raise credited value for higher-priority activities (technology transfer, training, licensing/copro) and thereby steer supplier effort toward capability-building deliverables.","Offset packages prioritize direct, capability-relevant deliverables in SIVAM-linked procurement.","high","The multiplier logic and the rewarded categories are explicitly described.","The chapter states that multipliers reward technology transfer, training, licensing/copro, joint ventures, and software R&D in SIVAM-related offsets, supporting a mechanism where credit rules steer offset composition.","multipliers (allowing certain types of offset to be counted at a multiple of their value) rewarding technology transfer, training,","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq3; rq2","brazil","sivam"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_019","Brazil’s F-X fighter competition imposed a 100% offset requirement and emphasized software autonomy.","Requiring trade-compensation reinvestment and technology transfer for software maintenance increases buyer control over sustainment and upgrades.","Offset design in the fighter competition prioritizes transfer enabling in-country software maintenance.","high","The offset requirement and its software-maintenance objective are stated explicitly.","The chapter reports that F-X offset proposals were required to guarantee reinvestment and technology transfer enabling the air force to maintain aircraft software independently, supporting a sustainment-autonomy mechanism.","transferring technology that allows FAB [the Brazilian air force] to maintain the aircraft software on its own","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq1; rq2","brazil","f_x"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_020","Export-control and technology-release constraints vary across supplier states, especially for advanced US-origin systems.","If a supplier is unwilling to transfer advanced technology (e.g., software source code), it cannot meet the buyer’s autonomy-focused offset conditions.","Some bidders are disadvantaged in competitions where full source-code transfer is a key requirement.","high","The mechanism (technology-release constraint) and the outcome (bid disadvantage) are stated explicitly in the discussion of the competition.","The chapter states that full software source-code transfer is key and that US reluctance to transfer advanced technology disadvantages the F-16 bid, illustrating export-control friction undermining offset delivery.","puts the F-16 at a disadvantage","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq3; rq1","brazil","f_x"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_021","High-technology local assembly depends on sufficient order size or follow-on export demand to sustain production.","When domestic orders are very small, fixed costs of local assembly cannot be spread, making local production economically unviable unless export orders materialize.","Local assembly plans for the F-X competition are undermined by small procurement quantities.","high","The scale/viability limitation is explicitly stated in the text.","The chapter notes that the F-X order is very small and argues local assembly could become unviable without exports, supporting a mechanism where scale constraints limit durable industrial participation.","local assembly could rapidly become unviable","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq3; rq2","brazil","f_x"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_022","Helicopter production in Brazil was established via a licensing joint venture (Helibras) without the same intensity of domestic R&D and human-resource development as in Embraer’s case.","When licensing focuses on assembly of imported kits and local engineering investment is limited, technology absorption stalls even if the enterprise remains commercially active.","Helibras achieves low technological progress (limited local components) but remains commercially viable.","high","The limited technological outcome is explicit; the explanatory factor is presented as a plausible contributor by the author.","The chapter reports Helibras’ limited progression beyond kit assembly (very low local components) and suggests limited research/human-resource development as a factor, supporting a mechanism where weak absorptive capacity limits technological success.","never got much beyond the stage of assembling imported kits from France","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq2; rq5","brazil","helibras_helicopters"
"13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_023","Major naval and submarine projects require advanced foreign technology, large capital outlays, and long timelines.","Collaboration and personnel exchange can build indigenous capability, but project complexity and lack of export orders drive cost inflation and delays.","Naval capability improves, but at high resource cost and with significant schedule/cost overruns.","high","The text explicitly links collaboration to capability gains while also emphasizing cost inflation and delays.","The chapter describes naval/submarine collaboration as capability-building through assistance and training, but emphasizes serious cost inflation and delays, supporting a mechanism where complexity and insufficient market scale raise costs.","serious cost inflation and delays","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq3; rq5","brazil","naval_vessels"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_001","Argentina is a small-to-medium buyer with slow-growing fiscal revenues facing rapidly rising unit costs of major weapon systems.","As weapon unit costs grow faster than fiscal capacity, procurement quantities shrink, reducing production runs and undermining the scale economies needed for domestic defense production.","The domestic defense industrial base declines and becomes largely non-viable beyond limited licensed production and repair.","high","The mechanism is explicitly theorized and directly linked to outcomes for smaller purchasers/producers like Argentina.","The chapter argues that unit cost escalation outpaces fiscal growth, shrinking quantities and squeezing smaller producers, which supports a mechanism linking affordability dynamics to industrial decline.","an ever wider gap is opened between the unit cost of military equipment and the country’s ability to acquire systems","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3; rq5","argentina","unknown_programme"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_002","LDCs face a security dilemma where using obsolete or second-best systems is judged operationally unacceptable.","The need to match modern adversary capabilities pushes buyers toward expensive modern systems, while small-scale domestic production cannot compete on cost, forcing reliance on imports or niche/obsolete production.","Attempts to sustain local production of non-competitive platforms yield poor military and economic payoff.","high","The security-competitiveness logic and its implication for LDC production choices are explicitly stated.","The author argues that accepting less-modern systems is operationally risky for LDCs, supporting a mechanism where the security dilemma drives expensive modernization and undermines viability of small-scale domestic production choices.","the deployment of less than modern forces... would put that country at a severe disadvantage in case of war","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1; rq3","argentina","ia_63_pampa"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_003","Argentina’s military-run industries depended on periods when state subsidies were fiscally feasible, but the broader economy later declined.","When fiscal space tightens, subsidies and sustained demand fall, preventing “infant” defense industries from maturing into commercially viable enterprises.","Military-run defense industries collapse and are privatized or liquidated.","high","The author makes the causal argument explicitly and links it to observed sectoral collapse and privatization.","The chapter argues Argentina’s military-run industries only prospered when subsidies were feasible and otherwise followed the economy into decline, supporting a mechanism where subsidy dependence prevents maturation and leads to collapse/privatization.","These “infant industries” never grew up.","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq5; rq3","argentina","unknown_programme"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_004","Argentina adopted neoliberal privatization in the 1990s amid fiscal stress and external debt pressures.","Selling or conceding defense-industrial assets provides short-term fiscal relief and shifts operational responsibilities to private actors.","Most military-run industrial/arms-producing sectors are transferred, liquidated, or privatized.","high","The causal drivers and the privatization outcome are directly described.","The chapter attributes the 1990s privatization of military-run industries to neoliberal ideology and fiscal needs related to deficits and debt, supporting a mechanism where fiscal crisis drives divestiture.","The reasons are to be found... along with the fiscal needs of the state","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3; rq5","argentina","unknown_programme"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_005","Argentina conceded its aircraft plant to Lockheed Martin (LMAASA) to refurbish A-4 Skyhawks and provide maintenance services.","A concession contract provides revenue and work packages to sustain a domestic maintenance/upgrade facility even when new indigenous production is not viable.","Aircraft maintenance and upgrade activity persists as a remaining form of defense-industrial participation.","high","The contractual tasking and the linkage to remaining defense production are explicitly described.","The chapter describes the Lockheed concession as centered on reconditioning A-4 Skyhawks and providing maintenance, supporting a mechanism where MRO work packages sustain limited industrial capability.","task as the reconditioning... of the 36 used A-4 Skyhawks","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1; rq2","argentina","a_4_skyhawk"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_006","Argentina experienced a sharp devaluation after January 2002 while the LMAASA contract was denominated in pesos.","Currency devaluation reduces the real (USD-equivalent) value of government payments, increasing contract risk and prompting renegotiation or exit threats.","Investment and continuity of the offset-style concession become uncertain and may revert to public control.","high","The devaluation facts and the implied contract instability are explicitly discussed.","The chapter explains that devaluation sharply reduced the USD-equivalent contract value, supporting a mechanism where macro volatility destabilizes industrial participation contracts and creates reversion risk.","the peso is floating, and in mid-2003 was at P$2.90 per US dollar","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3; rq5","argentina","lmaasa_concession"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_007","The LMAASA contract guarantees spare-parts production only for a short window after maintenance begins.","Limited spare-parts guarantees reduce confidence in long-term supportability for potential external customers.","Prospects for long-term international clients and exports of Argentine-supported equipment are weakened.","high","The contractual guarantee and its implications are explicitly stated.","The chapter notes the short spare-parts guarantee period and argues this would affect long-term contracts with international clients, supporting a mechanism where weak sustainment commitments reduce export viability.","production of spare parts for (only) 180 days","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1; rq3","argentina","lmaasa_concession"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_008","Large layoffs and salary differentials led skilled aerospace personnel to retire or migrate (including to Brazil’s Embraer).","Loss of specialized human capital reduces production quality, R&D capability, and credibility with prospective export customers.","The plant’s competitiveness and ability to sustain an aircraft production strategy deteriorate.","high","The human-capital loss is explicitly described and directly tied to future competitiveness concerns.","The chapter links layoffs and low remuneration to migration of skilled staff to Embraer, supporting a mechanism where brain drain undermines the capabilities needed for competitive production and exports.","Much of the specialized human capital either went into retirement or migrated to Embraer in Brazil.","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2; rq5","argentina","lmaasa_concession"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_009","The renewed IA-63 Pampa assembly line has high fixed costs and small expected production runs.","Without large orders, average unit costs remain high; exports are required to reach break-even quantities, but market and credibility constraints impede exports.","Licensed production is unlikely to be cost efficient and export prospects are judged improbable.","high","The scale threshold and the author’s assessment of export improbability are explicitly stated.","The chapter states that break-even requires production/sales of around 100 aircraft and argues export hopes are largely wishful due to dated technology, scale costs, and supportability doubts.","it is estimated that 100 aircraft must be produced and sold","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3; rq5","argentina","ia_63_pampa"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_010","The IA-63 Pampa fleet is extremely small, with few units in existence globally.","Very small fleet size raises unit costs and creates uncertainty about long-term spare parts supply, discouraging buyers and undermining sustainment economics.","Export sales are unlikely and the platform’s sustainment costs remain high.","high","The fleet-size fact and its implications are stated explicitly.","The chapter emphasizes the Pampa’s tiny fleet size and links it to high unit cost and uncertain spares, supporting a mechanism where scale limits sustainment and exportability.","There exist only 15 in the world.","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1; rq3","argentina","ia_63_pampa"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_011","Argentina lacked regional common defense planning and scale-sharing for aircraft production, maintenance, and repair.","Without regional coordination, Argentina cannot pool demand or harmonize support arrangements needed to achieve economies of scale.","Licensed aircraft production remains cost-inefficient and strategically fragile.","medium","This is presented as a counterfactual recommendation rather than an observed implemented policy outcome.","The author argues that regional planning could have supported scale in production/maintenance, and that lacking such coordination, licensed aircraft production in Argentina is hard to make cost efficient.","common defense planning should have been attempted","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2; rq4","argentina","ia_63_pampa"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_012","Offset agreements create bargaining demands that require specialized expertise from the buyer side.","A knowledgeable negotiating team can secure more favorable, capability-relevant terms and reduce asymmetric-information risks in offset contracting.","Where negotiation capacity is insufficient, offset arrangements deliver weaker benefits.","high","The requirement and its partial fulfillment in the cited case are stated explicitly.","In listing prerequisites for military-run industries, the author explicitly states that offsets require a knowledgeable negotiating team and notes this was only partially met in the LMAASA contract, supporting a mechanism where negotiation capacity shapes outcomes.","in the case of offsets, the country requires a very knowledgeable negotiating team","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3","argentina","lmaasa_concession"
"14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_013","Governments may seek autonomy and technological independence through defense production and offsets.","Overambitious autonomy goals can misallocate resources; accepting partial technological dependence while negotiating for targeted transfer reduces unrealistic expectations.","Full independence remains unattainable, and sustainable strategies emphasize selective technology acquisition.","medium","This is a normative conclusion rather than a measured outcome, but it is clearly stated as a lesson drawn from experience.","In the chapter’s lessons, the author argues independence is illusory and recommends accepting some dependence while negotiating for technology, supporting a mechanism where realism about dependence conditions feasible industrial participation.","there should exist... a certain level of technological dependence","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2; rq3","argentina","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_001","Since independence, India has pursued self-reliance in defense production and sought to reduce import dependence and the foreign exchange burden of arms imports, but without a formal offset policy framework.","By routinely embedding licensed production, technology transfer, countertrade/barter, and long-term credit into procurement, India uses procurement-linked resources to build domestic capability and manage foreign exchange constraints.","Offset practice becomes systematic and supports domestic industry development and foreign-exchange management (to varying degrees).","high","The claim about systematic use of offset options is explicit and central to the chapter’s framing.","The introduction states that India consistently used multiple offset options in practice despite lacking a formal offset policy, supporting a mechanism where offsets are routinely bundled into procurement to pursue self-reliance and FX objectives.","offsets such as licensed production, technology transfer, counter or barter trade, and long-term credit arrangements have been employed consistently","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1; rq2; rq3","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_002","Most major Indian defense imports for decades came from the Soviet Union/Russia and other eastern bloc sources, while western suppliers were less willing to accept rupee-based arrangements.","By offering long-term, low-interest credit and accepting rupee-based countertrade, the Soviet supplier reduces India’s immediate hard-currency constraint, making acquisitions financially feasible.","India can procure large volumes of Soviet/Russian systems with reduced short-term hard-currency burden compared to purely hard-currency purchases.","high","The structure of Soviet offset packages and their role in financing is explicitly described.","The chapter contrasts Soviet deals (licensed production/tech assistance, countertrade, and cheap long-term credit) with western deals, supporting a mechanism where concessional finance and payment terms relax India’s FX constraint.","cheap long-term credit facilities with low interest to finance these deals","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1; rq3","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_003","In early phases of licensed production (mid-1960s to mid-1970s), India had limited absorptive capacity and heavy reliance on imported components for complex platforms.","Reliance on imported components and difficulties in absorbing licensed technology generate delays and cost overruns, and can raise foreign-exchange spending above off-the-shelf import costs.","Licensed-production programmes experience delays, higher costs, and in some cases worse foreign-exchange outcomes than importing complete systems.","high","The difficulties and their negative cost/timing consequences are explicitly stated for early licensed-production efforts.","The chapter reports that early licensed production faced serious absorption difficulties, producing delays and cost overruns and sometimes increasing FX spending due to imported components, supporting an implementation-constraint mechanism.","The programs faced delays and cost overruns","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_004","India’s MiG-21 licensed production initially suffered major delays and high imported-component dependence.","Even when early licensed production is inefficient, sustained production and learning-by-doing can build a technical base that improves later absorption of more advanced technologies.","HAL’s design/production capability improves and later Soviet aircraft technology absorption becomes easier.","high","The positive capability impact and its linkage to subsequent technology absorption are explicitly stated.","The chapter notes that despite delays and high component import costs, the MiG-21 programme improved HAL’s technical base and is linked to later absorption of MiG-23/27/29 technologies, supporting a cumulative learning mechanism.","had a “positive impact on HAL’s design and production”","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2; rq1","india","mig_21"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_005","India used foreign technology imports and licensed production across many categories through the 1980s.","Licensed production and incremental technology transfer build production competence for mid-level systems and components, but do not automatically close frontier technology gaps.","India becomes self-sufficient in some arms categories but remains dependent on imports for latest-generation systems.","high","Both the self-sufficiency gains and the continued dependence for advanced systems are explicitly stated.","The chapter reports significant self-sufficiency in certain categories while also stating that the technology gap with developed countries persisted, supporting a mechanism where licensed production yields partial capability without closing frontier gaps.","became nearly self-sufficient in a range of small arms, ammunition, and medium artillery","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1; rq2","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_006","Soviet/Russian technology transfer and licensed production were offered early, but under restrictions and incomplete information.","By withholding core technologies, limiting exports, and charging extra for uncovered transfers, the supplier retains leverage and constrains the buyer’s independent capability development.","Technology transfer is incomplete and India remains dependent, with added costs and limited export/innovation autonomy.","high","The constraints and their direction of effect are described explicitly in the discussion of Soviet offsets.","The chapter reports Soviet reluctance to provide complete technical information, export restrictions, and withheld core technologies, supporting a mechanism where supplier control limits the depth of transfer and sustains dependence.","reluctant to provide complete technical information","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2; rq3","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_007","India sought buyback arrangements linked to technology transfer, but its defense public sector units faced cost and lead-time constraints.","When domestic producers cannot meet cost/lead-time expectations, buyback obligations are unattractive to sellers and fail to generate sustained export-linked production.","Buyback arrangements associated with technology transfer fail to deliver desired results.","high","The failure of buyback and the stated contributing constraints are explicitly described.","The chapter links buyback underperformance to high production costs and long lead-times at defense public sector units, supporting a mechanism where competitiveness constraints prevent buyback offsets from working.","buyback arrangements as part of technology transfer did not produce the desired results","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3; rq2","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_008","Over time, India developed sizable defense-industry institutions (e.g., HAL, BEL, MDL) and accumulated technological capabilities through repeated licensed production and technology transfer.","Growing indigenous capacity improves the buyer’s bargaining leverage in new negotiations, enabling demands for more advanced transfers.","India secures more favorable technology-transfer terms, including access to more advanced systems.","high","The bargaining-power claim is explicit and illustrated by a cited 1999 agreement involving very advanced weapons.","The chapter states that accumulated indigenous capacity shifted bargaining power toward India in negotiations, supporting a mechanism where domestic capability strengthens leverage for better technology-transfer outcomes.","helped to shift the balance in India’s favor","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2; rq4","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_009","Soviet weapon systems were available to India at relatively low cost.","Easy access to relatively inexpensive imported systems reduces incentives to invest in indigenous R&D and to accept the risks and costs of domestic development.","Indigenous defense R&D growth is retarded.","high","The effect is explicitly stated as a downside of the offset-enabled import relationship.","The chapter argues that low-cost access to sophisticated Soviet systems reduced the incentive to develop indigenous R&D, supporting a crowding-out mechanism.","availability of sophisticated Soviet weapon systems at relatively low cost appears to have retarded the growth of indigenous R&D","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","india","unknown_programme"
"15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_010","Western suppliers offered credit/aid packages and some technology transfer, but India faced pricing and performance risks.","Supplier-provided credit can be priced into higher selling prices or structured as subsidies to the exporting firm, reducing value-for-money and increasing failure risk.","Some western credit-linked deals become more expensive than expected and may perform poorly.","high","The chapter explicitly characterizes the aid as a seller subsidy and describes poor outcomes for the cited helicopter deal.","Using UK aid examples (e.g., Westland helicopter), the chapter argues that apparent buyer benefit can function as a subsidy to the seller and links such arrangements to higher effective costs and failure risk.","it was a subsidy for the British company that was selling the helicopter","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","india","westland_helicopter"
