chunk_id,file_id,outcome_statement,topic,umap_0,umap_1
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_005,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,The arms industry becomes export-dependent and vulnerable to external market shocks.,5,5.4676566,10.032474
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_006,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Brazil’s arms industry experiences a dramatic collapse and major firms fail or retrench.,5,5.371228,9.848819
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_007,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Engesa becomes insolvent and exits the market.,5,6.035517,9.568159
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_008,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,"Embraer survives the military downturn by shifting to civil aviation, sustaining aerospace capability despite reduced military sales.",13,5.2147036,8.967393
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_009,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Domestic firms strengthen engineering and production competence through procurement-linked transfer.,12,5.969793,7.945278
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_010,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Offset negotiations in aerospace become explicitly oriented toward technological upgrading.,-1,7.7144957,9.099413
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_011,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Offset agreements vary in level and composition based on negotiated feasibility and capacity.,1,9.991311,6.491764
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_012,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Offset competition among suppliers intensifies in major procurements.,2,7.173923,6.889428
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_013,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Technology transfer to Embraer is accelerated and augmented during early license programs.,13,7.760579,9.290304
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_014,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Domestic aerospace component capability and engineering skills increase.,19,5.2193084,8.845933
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_015,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Embraer gains autonomy in core capabilities without achieving fully independent production of all components.,13,5.204517,9.075501
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_016,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,"The AMX project is a technological success but commercially weak, with cost escalation and limited exports.",26,5.6846943,9.256114
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_017,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,"Brazil strengthens autonomy in operation, maintenance, and technological evolution for SIVAM-related system intelligence.",13,4.851184,9.209421
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_018,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,"Offset packages prioritize direct, capability-relevant deliverables in SIVAM-linked procurement.",2,7.8297606,6.3869367
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_019,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Offset design in the fighter competition prioritizes transfer enabling in-country software maintenance.,11,7.7888174,9.234464
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_020,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Some bidders are disadvantaged in competitions where full source-code transfer is a key requirement.,13,7.419719,9.945403
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_021,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Local assembly plans for the F-X competition are undermined by small procurement quantities.,3,7.438265,6.181266
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_022,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,Helibras achieves low technological progress (limited local components) but remains commercially viable.,26,5.6777115,9.141846
13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_023,13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf,"Naval capability improves, but at high resource cost and with significant schedule/cost overruns.",20,5.600098,6.666725
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_001,14-the-argentine-defense-industry-an-evaluation.pdf,The domestic defense industrial base declines and becomes largely non-viable beyond limited licensed production and repair.,0,4.646535,7.9992685
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_002,14-the-argentine-defense-industry-an-evaluation.pdf,Attempts to sustain local production of non-competitive platforms yield poor military and economic payoff.,26,4.9297976,8.20079
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_003,14-the-argentine-defense-industry-an-evaluation.pdf,Military-run defense industries collapse and are privatized or liquidated.,0,4.4649415,7.986873
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_004,14-the-argentine-defense-industry-an-evaluation.pdf,"Most military-run industrial/arms-producing sectors are transferred, liquidated, or privatized.",0,4.3475285,7.9315763
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_005,14-the-argentine-defense-industry-an-evaluation.pdf,Aircraft maintenance and upgrade activity persists as a remaining form of defense-industrial participation.,19,5.1438813,8.9251585
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_006,14-the-argentine-defense-industry-an-evaluation.pdf,Investment and continuity of the offset-style concession become uncertain and may revert to public control.,4,9.73258,7.506283
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_007,14-the-argentine-defense-industry-an-evaluation.pdf,Prospects for long-term international clients and exports of Argentine-supported equipment are weakened.,5,5.5362477,9.6163025
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_008,14-the-argentine-defense-industry-an-evaluation.pdf,The plant’s competitiveness and ability to sustain an aircraft production strategy deteriorate.,19,5.19033,8.940157
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_009,14-the-argentine-defense-industry-an-evaluation.pdf,Licensed production is unlikely to be cost efficient and export prospects are judged improbable.,-1,5.8031797,9.214697
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_010,14-the-argentine-defense-industry-an-evaluation.pdf,Export sales are unlikely and the platform’s sustainment costs remain high.,-1,5.821321,9.217965
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_011,14-the-argentine-defense-industry-an-evaluation.pdf,Licensed aircraft production remains cost-inefficient and strategically fragile.,19,5.301134,9.072239
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_012,14-the-argentine-defense-industry-an-evaluation.pdf,"Where negotiation capacity is insufficient, offset arrangements deliver weaker benefits.",14,8.462217,6.3008933
14_the_argentine_defense_industry_an_evaluation_pdf__cmo_013,14-the-argentine-defense-industry-an-evaluation.pdf,"Full independence remains unattainable, and sustainable strategies emphasize selective technology acquisition.",13,7.06748,9.901772
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_001,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Offset practice becomes systematic and supports domestic industry development and foreign-exchange management (to varying degrees).,22,8.419852,7.802771
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_002,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,India can procure large volumes of Soviet/Russian systems with reduced short-term hard-currency burden compared to purely hard-currency purchases.,13,7.420824,9.679279
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_003,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,"Licensed-production programmes experience delays, higher costs, and in some cases worse foreign-exchange outcomes than importing complete systems.",6,6.4820547,8.156157
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_004,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,HAL’s design/production capability improves and later Soviet aircraft technology absorption becomes easier.,20,5.2672935,8.5062475
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_005,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,India becomes self-sufficient in some arms categories but remains dependent on imports for latest-generation systems.,0,4.43344,9.261573
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_006,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,"Technology transfer is incomplete and India remains dependent, with added costs and limited export/innovation autonomy.",0,7.127629,9.87099
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_007,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Buyback arrangements associated with technology transfer fail to deliver desired results.,23,7.2236066,9.8181925
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_008,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,"India secures more favorable technology-transfer terms, including access to more advanced systems.",13,7.5595026,9.841563
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_009,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Indigenous defense R&D growth is retarded.,0,4.0515957,8.897542
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_010,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Some western credit-linked deals become more expensive than expected and may perform poorly.,6,6.5583158,7.732924
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_011,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,"Short-term foreign-exchange relief and trade-growth benefits occur, with some bargaining gains in other negotiations.",-1,6.972286,7.832723
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_012,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Long-term countertrade benefits diminish as repayment burdens rise and hidden costs emerge.,7,9.149318,6.2341948
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_013,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Total foreign exchange requirements for the military and defense industry rise substantially over time.,0,4.404708,7.829093
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_014,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Defense procurement contributes to long-term economic burden and diversion of resources from civilian priorities.,0,5.0652347,6.9235578
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_015,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Planned technology transfer and offset benefits are canceled and not realized.,25,8.256683,9.40277
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_016,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,Intended technology-assistance benefits are contested and may be offset by higher effective acquisition costs.,2,7.314393,7.371769
15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_017,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.,0,4.44372,9.2111845
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_001,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Defense sales proceed with industrial compensation packages that embed alliance-building and interoperability goals.,0,4.8712735,7.0117254
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_002,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,"Offsets are criticized as aiding competitors, shifting employment abroad, and increasing acquisition costs.",8,8.895464,7.769282
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_003,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,"Offsets increasingly shift from post-production packages to pre-negotiated, pre-production sharing arrangements.",7,8.161965,6.70857
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_004,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Interoperability objectives can be met through multinational program structures rather than traditional offsets.,15,7.7281885,8.50408
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_005,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Japan receives large-scale defense technology transfers that support domestic industrial objectives despite formal offset-policy absence.,9,3.7838778,8.360037
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_006,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.,9,3.8183708,8.391317
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_007,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Domestic industrial capability is treated as a component of deterrence and sustainment readiness.,0,4.5768714,8.924629
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_008,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Japan’s defense industry operates far below capacity and struggles to sustain itself.,0,4.368472,8.200956
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_009,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Japan risks missing opportunities for offset-like work shares and technology access in new international programs.,9,3.5630286,8.51513
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_010,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Potential offsets and technology transfers from multinational programs may be constrained for Japan.,9,3.598077,8.498193
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_011,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,South Korea intensifies technology imports and offset-linked domestic production to support self-defense.,9,4.026171,8.237245
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_012,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.,-1,7.1281796,8.10996
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_013,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Foreign contractors have stronger incentives to deliver promised offset content.,16,9.945464,5.891682
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_014,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Korea develops higher-end aerospace capability and positions the platform for global exports.,19,5.1225095,8.770494
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_015,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Offset packages escalate and procurement processes face legitimacy and governance risks.,2,7.710186,6.514618
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_016,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Offsets yield mixed results and do not deliver strong stimulative effects for a loss-leading industry.,22,8.971206,7.642469
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_017,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Korea improves access to foreign capabilities and streamlines domestic aerospace production.,19,5.066473,8.79852
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_018,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Taiwan pursues offset-inclusive arms purchases for political assurance as well as industrial benefits.,0,4.704121,9.894106
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_019,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,"Taiwan pursues selective, technology-focused offsets to build key industry sectors.",0,4.6308866,9.834851
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_020,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.,0,4.6525216,9.87027
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_021,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,"Taiwan secures maintenance centers and contracts (e.g., Mirage and Patriot-related) that build sustainment capability and industrial activity.",0,4.5620966,9.768658
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_022,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Offsets’ economic impact is constrained and Taiwan continues to depend on foreign technology despite extensive arms purchases.,0,4.6527247,9.868336
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_023,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Offsets and offset-like industrial compensation features remain persistent in defense contracts with these countries.,3,6.4183307,5.945057
16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_024,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.,9,3.7275577,8.444931
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_001,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Defense industrialization and arms manufacturing proceed more quickly than relying on endogenous capability growth alone.,0,4.5652266,7.8813086
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_002,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.",0,4.102954,8.991286
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_003,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"Indonesia establishes a broad defense-industrial base including aerospace, shipbuilding, and small arms production.",0,3.9879503,8.705179
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_004,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,IPTN adopts a staged technology-transfer strategy aimed at rapid capability acquisition.,19,7.251842,9.314438
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_005,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Domestic content and manufacturing sophistication increase across production phases.,27,5.9851065,8.760648
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_006,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.,19,5.4668455,9.020237
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_007,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Indonesia produces the CN-235 and achieves measurable export sales.,0,3.9646323,8.802598
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_008,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.,0,3.9742665,8.935941
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_009,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"The industry grows rapidly in size and capacity, but risks misallocation and poor product-market fit.",5,6.3719664,9.503582
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_010,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,IPTN becomes a financially unsustainable “white elephant” with excess capacity.,19,5.9668083,9.484955
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_011,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.,0,3.96866,8.897032
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_012,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"IPTN (IAe) downsizes, shelves N-250/N-2130, and falls back on limited production/marketing of CN-235 with slow sales.",19,5.866545,9.423016
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_013,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore develops strong MRO and upgrade capacity aligned to operational requirements.,-1,4.482177,8.862387
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_014,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore expands domestic MRO and system-upgrade capabilities through structured industrial cooperation.,-1,4.591378,8.921132
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_015,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore improves its ability to overhaul key systems and subsystems for readiness and lifecycle support.,-1,4.5969796,8.917198
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_016,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore develops indigenous naval platforms and indigenous small arms after earlier licensed production.,0,4.1348763,9.068138
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_017,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore remains self-sufficient only in selected categories and continues licensing for next-generation warships.,0,4.2309,9.126513
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_018,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,Singapore remains at lower rungs of the ladder and sustains selected indigenous capabilities.,0,4.155372,9.068722
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_019,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"Singapore’s defense industry becomes more financially resilient, with substantial revenue from non-military work.",0,4.4394627,8.215467
17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_020,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,"Singapore sustains a profitable defense industry by integrating into a global division of labor, while accepting ongoing foreign dependence.",0,4.372984,8.403943
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_001,18-defense-offsets-in-australia-and-new-zealand.pdf,"Mandatory offsets are associated with a higher acquittal ratio, but reported compliance cannot be assumed to benefit defence or the economy without further analysis.",10,10.621839,7.77753
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_002,18-defense-offsets-in-australia-and-new-zealand.pdf,Offset activity is structured around meeting a quantified imported-content obligation rather than being purely ad hoc or discretionary.,18,8.329774,8.143346
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_003,18-defense-offsets-in-australia-and-new-zealand.pdf,Contractors have incentives to propose and book offset credit in technology-intensive activities rather than low-value or relabeled work.,16,10.111284,5.917229
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_004,18-defense-offsets-in-australia-and-new-zealand.pdf,"Offset obligations become more enforceable, with penalties for non-delivery and the ability to bank credits for future obligations.",1,9.788047,6.2897
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_005,18-defense-offsets-in-australia-and-new-zealand.pdf,"ADOP is abolished de facto and replaced by more specific contractual provisions, with local-content requirements evolving separately.",18,8.490388,8.129365
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_006,18-defense-offsets-in-australia-and-new-zealand.pdf,"Policy emphasis shifts from project-specific local content to broader, ongoing supplier engagement with the domestic economy, including export-oriented behaviour.",6,6.6949778,8.032285
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_007,18-defense-offsets-in-australia-and-new-zealand.pdf,Defence procurement bids are evaluated on long-term partnership plans and documented efforts to provide local firms with contracting opportunities.,0,4.972464,7.143523
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_008,18-defense-offsets-in-australia-and-new-zealand.pdf,Competition is criticized as wasteful and associated with higher prices and difficulty for domestic suppliers to make long-term capacity investments.,2,6.470235,7.470514
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_009,18-defense-offsets-in-australia-and-new-zealand.pdf,"Industry involvement shifts toward a mix dominated by local content with a smaller share of SIDA activities, with likely premiums for some SIDA-linked sourcing.",6,7.172769,8.008066
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_010,18-defense-offsets-in-australia-and-new-zealand.pdf,Procurement governance trends toward consolidation of prime contracting and multi-project planning to sustain key defence-related industry capabilities.,0,4.9694605,7.1210275
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_011,18-defense-offsets-in-australia-and-new-zealand.pdf,Compliance administration can create risks of rent extraction and sectoral dominance that diverge from broader strategic or economic objectives.,-1,9.385058,6.2784476
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_012,18-defense-offsets-in-australia-and-new-zealand.pdf,"NZIP encourages local involvement across the product life cycle where competitive opportunities exist, without mandating participation in all cases.",-1,9.456737,5.614672
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_013,18-defense-offsets-in-australia-and-new-zealand.pdf,NZIP is intended to lower ownership costs and build sustainment-relevant local industrial capability that can support defence equipment competitively.,-1,9.439346,5.5850506
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_014,18-defense-offsets-in-australia-and-new-zealand.pdf,"NZIP deliverables become enforceable contract obligations, with incentives to prioritize higher-valued participation activities.",-1,9.487788,5.688985
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_015,18-defense-offsets-in-australia-and-new-zealand.pdf,Offsets are framed as instruments to develop and sustain New Zealand industrial capability beyond simple local content.,3,7.579816,6.549431
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_016,18-defense-offsets-in-australia-and-new-zealand.pdf,Offsets compliance is anchored to 30 percent of import content (negotiable) and requires at least 50 percent local value-added for ANZ-sourced supplies.,18,8.110167,8.206695
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_017,18-defense-offsets-in-australia-and-new-zealand.pdf,"High NZIP participation can reduce offset obligations, while low NZIP participation can trigger requirements for additional offsets.",-1,9.48189,5.648249
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_018,18-defense-offsets-in-australia-and-new-zealand.pdf,"The ANZAC frigate initiative is described as a successful, albeit one-off, implementation of a buy-multinational approach across the two countries.",26,4.9538836,8.224983
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_019,18-defense-offsets-in-australia-and-new-zealand.pdf,AII is argued to require an emphasis shift toward through-life support for largely imported weapon systems.,0,4.188197,7.6437354
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_020,18-defense-offsets-in-australia-and-new-zealand.pdf,JSF participation is likely limited to existing successful producers and concentrated in export-oriented work and through-life support rather than pump-priming new suppliers.,12,5.6694865,8.253406
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_021,18-defense-offsets-in-australia-and-new-zealand.pdf,The scope for sourcing equipment from non-US suppliers decreases and JSF-style buy-multinational procurement may dominate future large acquisitions.,12,5.835602,7.8518887
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_022,18-defense-offsets-in-australia-and-new-zealand.pdf,Defence cannot practicably demonstrate whether the AII Program has made real progress over time despite stakeholder support for the framework.,0,4.222469,7.6259418
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_023,18-defense-offsets-in-australia-and-new-zealand.pdf,"Offsets are described as failing to live up to their promise, and compliance/acquittal should not be interpreted as broad benefit without further analysis.",10,10.524871,7.799706
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_024,18-defense-offsets-in-australia-and-new-zealand.pdf,Australia’s Department of Defense calculated a 29 percent premium for local industry participation in F/A-18 assembly in the late 1980s.,9,3.436377,8.099311
18_defense_offsets_in_australia_and_new_zealand_pdf__cmo_025,18-defense-offsets-in-australia-and-new-zealand.pdf,"Best-endeavors and mandatory offsets are characterized as inefficient and poorly targeted, and the chapter argues capability requirements are better negotiated directly within procurement contracts.",2,7.6978383,6.413772
19_defense_industrial_participation_the_south_african_experience_pdf__cmo_001,19-defense-industrial-participation-the-south-african-experience.pdf,The arms deal is politically justified in part via promises of investment and job creation tied to industrial participation offers.,5,5.4907994,10.430593
19_defense_industrial_participation_the_south_african_experience_pdf__cmo_002,19-defense-industrial-participation-the-south-african-experience.pdf,Defence firms reduce defence dependence to under 20 percent of turnover as spending declines.,0,4.9385467,7.612308
19_defense_industrial_participation_the_south_african_experience_pdf__cmo_003,19-defense-industrial-participation-the-south-african-experience.pdf,"Offsets/DIP are positioned as the mechanism to sustain a narrower, niche-oriented defence industrial base with strategic support functions.",3,6.4644604,6.308119
19_defense_industrial_participation_the_south_african_experience_pdf__cmo_004,19-defense-industrial-participation-the-south-african-experience.pdf,The no-price-increase safeguard is difficult to police in practice.,10,10.6570835,7.8364196
